"replicate","n","corner_relief","edge","family","cor_true","delta_kl_total","node_holdout_score","gen_time","fit_time"
6,4000,0,"7->8","Gumbel(3.0)",0.813771267788802,0,0.542467270368956,20.5043668746948,4.41212487220764
6,4000,0.3,"1->2","Clayton(3.0)",0.773402517987176,0.0220870973976828,0.438789794950059,20.5043668746948,4.3104350566864
6,4000,0.3,"7->8","Gumbel(3.0)",0.834507280853826,0.0220870973976828,0.583240064940597,20.5043668746948,4.3104350566864
6,4000,0.6,"1->2","Clayton(3.0)",0.774750964612538,0.164447087562252,0.438318505441127,20.5043668746948,4.27256512641907
6,4000,0.6,"7->8","Gumbel(3.0)",0.841226126989396,0.164447087562252,0.590434485888974,20.5043668746948,4.27256512641907
6,4000,0.8,"1->2","Clayton(3.0)",0.778368000980552,-0.000208960753372622,0.43564250361424,20.5043668746948,4.26725006103516
6,4000,0.8,"7->8","Gumbel(3.0)",0.833818253134298,-0.000208960753372622,0.582330564277142,20.5043668746948,4.26725006103516
6,8000,0,"1->2","Clayton(3.0)",0.768901487514522,0,0.409504972918245,37.5967350006104,16.2619822025299
6,8000,0,"7->8","Gumbel(3.0)",0.832808616937388,0,0.566270501875303,37.5967350006104,16.2619822025299
6,8000,0.3,"1->2","Clayton(3.0)",0.776951557803412,0.0214766112848426,0.405574969196266,37.5967350006104,16.108295917511
6,8000,0.3,"7->8","Gumbel(3.0)",0.824367309962635,0.0214766112848426,0.554594905337833,37.5967350006104,16.108295917511
6,8000,0.6,"1->2","Clayton(3.0)",0.770650098332677,0.140306068487805,0.40949785716974,37.5967350006104,16.143609046936
6,8000,0.6,"7->8","Gumbel(3.0)",0.803095558388416,0.140306068487805,0.505767058890815,37.5967350006104,16.143609046936
6,8000,0.8,"1->2","Clayton(3.0)",0.775539122905459,0.115215690420333,0.407279316689587,37.5967350006104,16.1663961410522
6,8000,0.8,"7->8","Gumbel(3.0)",0.80818209635127,0.115215690420333,0.519412325592644,37.5967350006104,16.1663961410522
6,16000,0,"1->2","Clayton(3.0)",0.754465983371305,0,0.427380190245728,75.1993658542633,62.7817261219025
6,16000,0,"7->8","Gumbel(3.0)",0.831404938857527,0,0.569491717794047,75.1993658542633,62.7817261219025
6,16000,0.3,"1->2","Clayton(3.0)",0.777421839160474,0.146207607066712,0.438135197023879,75.1993658542633,62.6613490581512
6,16000,0.3,"7->8","Gumbel(3.0)",0.83342736879746,0.146207607066712,0.572364213499702,75.1993658542633,62.6613490581512
6,16000,0.6,"1->2","Clayton(3.0)",0.78188162339396,0.135560397307204,0.435498895156726,75.1993658542633,62.7472989559174
6,16000,0.6,"7->8","Gumbel(3.0)",0.81606870880089,0.135560397307204,0.539525705054977,75.1993658542633,62.7472989559174
6,16000,0.8,"1->2","Clayton(3.0)",0.768266597390525,0.0948394557009595,0.439049567282833,75.1993658542633,61.8287038803101
6,16000,0.8,"7->8","Gumbel(3.0)",0.837855844659515,0.0948394557009595,0.577726538426843,75.1993658542633,61.8287038803101
